sample,P-value,Correlation,RMSE
TARGET.20.PAVGKS.09A,0.0,0.897590011563768,0.646365349352125
TARGET.20.PAVPIU.09A,0.0,0.781438137136645,0.738370380194576
TARGET.20.PAXCVR.09A,0.0,0.889336710249105,0.829268281687378
TARGET.20.PAXMKT.09A,0.0,0.968642649792056,0.667861027484161
TARGET.20.PAXMAY.09A,0.0,0.639069469649296,0.86102611292024
TARGET.20.PASXJY.09A,0.0,0.608177463418139,0.905000849924669
TARGET.21.PASYEJ.09A,0.0,0.616002343964306,0.905271760184606
TARGET.20.PASECW.09A,0.0,0.488201542129305,0.926309036533894
TARGET.20.PAVYNF.09A,0.0,0.646828913745126,0.886654194489471
TARGET.21.PAMXZY.09A,0.0,0.71934240625375,0.884573938728468
TARGET.20.PAXGPF.09A,0.0,0.897031405473997,0.712259375744915
TARGET.20.PASAMY.09A,0.0,0.919230250304958,0.492938201693937
TARGET.20.PARIHK.09A,0.0,0.536754896714189,0.904201975971117
TARGET.20.PAVDBK.09A,0.0,0.940998919508872,0.67862096524019
TARGET.20.PALSSP.09A,0.0,0.906184809992057,0.805721442135688
TARGET.20.PAUWKY.09A,0.0,0.642672217660259,0.897925742995517
TARGET.20.PAYHXC.09A,0.0,0.712209626234749,0.850658796624713
TARGET.20.PATDRL.09A,0.0,0.680552415798484,0.890357055643371
TARGET.20.PAWTTI.09A,0.0,0.576031386008387,0.849582304794225
TARGET.20.PAWBAS.09A,0.0,0.73779421742361,0.813535917514791
TARGET.20.PAUJCF.09A,0.0,0.893108958118928,0.809725156018521
TARGET.20.PATAER.09A,0.0,0.962818091228151,0.574859132517803
TARGET.20.PAWMKF.09A,0.0,0.740606837493422,0.823904902040336
TARGET.20.PAWXZJ.09A,0.0,0.942224812367514,0.754972493803049
TARGET.20.PAPXUF.09A,0.0,0.707821107237892,0.876185207934485
TARGET.20.PASKPI.09A,0.0,0.780408405162404,0.855256541592993
TARGET.20.PARJRG.09A,0.0,0.924993670224242,0.751473257214853
TARGET.20.PAXGIX.09A,0.0,0.751042029638784,0.875265097820244
TARGET.20.PAUVER.09A,0.0,0.575258999547655,0.915796433266887
TARGET.20.PASIZX.09A,0.0,0.8880911345593,0.770113298161853
TARGET.20.PAMYWW.09A,0.0,0.698429380699516,0.878310145497695
TARGET.20.PAWHAB.09A,0.0,0.99186681634848,0.294367419924292
TARGET.20.PAVMWJ.09A,0.0,0.965212977695427,0.663472373885071
TARGET.20.PAWLEB.09A,0.0,0.849808353976484,0.752222323429665
TARGET.20.PAVYKS.09A,0.0,0.625165313776064,0.862924069652869
TARGET.20.PAXVJC.09A,0.0,0.986028399437332,0.422330516343919
TARGET.20.PANNBM.09A,0.0,0.714586888390318,0.881796174631882
TARGET.20.PATAIJ.09A,0.0,0.85574787515253,0.800544012206528
TARGET.20.PAVHNV.09A,0.0,0.752573695253682,0.867305296220963
TARGET.20.PANUNT.09A,0.0,0.449374813178108,0.937378938530889
TARGET.20.PAVNIX.09A,0.0,0.775874558487227,0.839495049327489
TARGET.20.PAWWLI.09A,0.0,0.807052281729979,0.834174243363279
TARGET.20.PAXBDM.09A,0.0,0.763281088399493,0.792784790267681
TARGET.20.PAXMCG.09A,0.0,0.722115944043301,0.824726830605228
TARGET.20.PAWLUX.09A,0.0,0.745166229122981,0.851696927856063
TARGET.20.PAWMKU.09A,0.0,0.741253191357553,0.831603902397536
TARGET.20.PASZJT.09A,0.0,0.972182789440095,0.561770670153205
TARGET.20.PASWPD.09A,0.0,0.696832485966348,0.844940530342629
TARGET.20.PAVULK.09A,0.0,0.619153972322457,0.886250487144788
TARGET.20.PAWWWU.09A,0.0,0.975511780323759,0.660000199080981
TARGET.20.PAWIXW.09A,0.0,0.892652380572283,0.802278537364349
TARGET.20.PAYGYM.Unsorted.09A,0.0,0.727643863834679,0.839671952291506
TARGET.20.PAXFEX.09A,0.0,0.967390151266301,0.443193242009108
TARGET.20.PAXIFA.09A,0.0,0.742963072534111,0.86620379501917
TARGET.20.PAXKTZ.09A,0.0,0.600384961761293,0.853257356003678
TARGET.20.PAYDUC.09A,0.0,0.733286480773306,0.785579679306272
TARGET.20.PAUMTZ.09A,0.0,0.789973459663023,0.803567439831241
TARGET.20.PASEMA.09A,0.0,0.704783934544953,0.866327622598603
TARGET.20.PAXDBF.09A,0.0,0.713893277718565,0.882638540643836
TARGET.20.PALRMX.09A,0.0,0.614196554898751,0.901397398909705
TARGET.20.PAVKVT.09A,0.0,0.607575252192217,0.912263570397268
TARGET.20.PANFMG.09A,0.0,0.666658237036311,0.876297528590131
TARGET.20.PARZUU.09A,0.0,0.840318347143154,0.824321388592048
TARGET.20.PAMYJX.09A,0.0,0.74758348201068,0.826795680953798
TARGET.20.PAVANX.09A,0.0,0.545326971770258,0.926263821950634
TARGET.20.PASGWH.09A,0.0,0.419853789546056,0.934759333858355
TARGET.20.PAXGES.09A,0.0,0.678964739579393,0.841909518607311
TARGET.21.PASVJS.09A,0.02,0.203091844552234,0.979654023320008
TARGET.20.PAWPVX.09A,0.0,0.651776678891132,0.873841235866111
TARGET.20.PAVAAS.09A,0.0,0.921004444894951,0.603482367751874
TARGET.20.PAXLGL.09A,0.0,0.918750144700012,0.664641420151653
TARGET.20.PAWLKP.09A,0.0,0.701975568157244,0.856032824497843
TARGET.20.PASYWV.09A,0.0,0.974726859572925,0.516240859139486
TARGET.20.PAWAXV.09A,0.0,0.695987991004928,0.819089328206704
TARGET.20.PAVDYE.09A,0.0,0.713060065755258,0.844505513367693
TARGET.20.PARPBF.09A,0.0,0.919756538034001,0.568180343936026
TARGET.20.PAXLXJ.09A,0.0,0.828274398814422,0.756251085822017
TARGET.20.PAUYHR.09A,0.01,0.478997332906428,0.906546233046375
TARGET.20.PAWWFF.09A,0.0,0.79008630176933,0.815235893470823
TARGET.20.PANNHB.09A,0.0,0.957337402883745,0.627656333411896
TARGET.20.PARDDY.09A,0.0,0.687876458559921,0.858820282931389
TARGET.20.PAWZIX.09A,0.0,0.852206520813413,0.804402779629265
TARGET.20.PAEJET.09A,0.0,0.673255688431499,0.848860174749133
TARGET.20.PASTZU.09A,0.0,0.751370529439175,0.757189890797515
TARGET.20.PANXPU.09A,0.0,0.960729236605439,0.745539836876849
TARGET.20.PASJEJ.09A,0.0,0.988564311818889,0.361388724501304
TARGET.20.PASPRK.09A,0.01,0.537425141053756,0.909856987760959
TARGET.20.PAVJCJ.09A,0.0,0.775523190645056,0.830664620699208
TARGET.20.PAWGEW.09A,0.0,0.736374385608902,0.830238102114774
TARGET.20.PAXGHE.09A,0.0,0.730287012251866,0.836366488422234
TARGET.20.PAXAXY.09A,0.0,0.952198839669866,0.549185623690319
TARGET.20.PAWBYK.09A,0.0,0.751733114212538,0.773294238331867
TARGET.20.PASHYZ.09A,0.0,0.965727615213284,0.556748204064057
TARGET.20.PARYFA.09A,0.0,0.944358794129948,0.612696851860981
TARGET.20.PAXBCW.09A,0.0,0.961320345323913,0.607692026762215
TARGET.20.PAXDEG.09A,0.0,0.674212853850485,0.876181344517319
TARGET.20.PAVVTF.09A,0.0,0.611876458336583,0.861886195993082
TARGET.20.PARBVE.09A,0.0,0.958412001949091,0.676905866226056
TARGET.20.PAWEAN.09A,0.0,0.980146948890244,0.501843418222863
TARGET.20.PARTWN.09A,0.0,0.875812116517886,0.698577161252143
TARGET.20.PALISI.09A,0.01,0.549147316950603,0.890110673670668
TARGET.20.PAWRKX.09A,0.0,0.666437107410274,0.851046652739934
TARGET.20.PAUSBA.09A,0.0,0.824987389440406,0.776300062372382
TARGET.20.PAYHMK.Sorted.non.leukemic.09A,0.0,0.976695605502828,0.487620176583009
TARGET.20.PATDNN.09A,0.0,0.9054590548239,0.786220897363771
TARGET.20.PAWWWL.09A,0.0,0.744851952776976,0.707945144036219
TARGET.20.PAVZIB.09A,0.0,0.894483246545743,0.732935359668543
TARGET.20.PAPYUI.09A,0.0,0.978642728479507,0.658185742005634
TARGET.20.PAUVGD.09A,0.0,0.791300856128608,0.803817974130068
TARGET.20.PAPWZR.09A,0.0,0.84346023623445,0.800695958916633
TARGET.20.PAPVGE.09A,0.0,0.896869830821618,0.665876782323565
TARGET.20.PARBCV.09A,0.0,0.981615184268159,0.432166088445327
TARGET.20.PALDLR.09A,0.05,0.233042541160532,0.972899826128916
TARGET.20.PATDXM.09A,0.0,0.734432069456647,0.807196298687976
TARGET.20.PAXEHH.09A,0.0,0.675838199899487,0.847476561322815
TARGET.20.PANGTF.09A,0.0,0.64094783803366,0.832123074121573
TARGET.20.PAVNHN.09A,0.01,0.439192894656895,0.906640152137976
TARGET.20.PARFKS.09A,0.01,0.493772657185721,0.899102194538373
TARGET.20.PASHBI.09A,0.0,0.966169543347938,0.600108115732885
TARGET.20.PAXJGS.09A,0.0,0.837113419254202,0.674185188911361
TARGET.20.PAWIZG.09A,0.0,0.86732620189561,0.681816941676818
TARGET.20.PARIYB.09A,0.0,0.83792037639483,0.744411609449816
TARGET.20.PAWUCF.09A,0.0,0.862113718299456,0.760920821329694
TARGET.20.PAWABG.09A,0.0,0.966074995950459,0.659120491191978
TARGET.20.PANGDN.09A,0.0,0.927537901068211,0.726588879823593
TARGET.20.PANTXR.09A,0.0,0.851160191955706,0.828970647617578
TARGET.20.PAVPMH.09A,0.0,0.983087630675405,0.386940764010961
TARGET.20.PAWXYG.09A,0.0,0.854577057732067,0.802789523270687
TARGET.20.PAVDNF.09A,0.0600000000000001,0.207599729306354,0.98772353268801
TARGET.20.PARCHW.09A,0.0,0.88764376145673,0.763388898158583
TARGET.20.PAXACY.09A,0.0,0.73071720115385,0.840207716710861
TARGET.20.PAVLKG.09A,0.0,0.654486441312136,0.88197457326171
TARGET.20.PASRUJ.09A,0.0,0.929330846937043,0.785486681236705
TARGET.20.PAWICA.09A,0.0,0.841469153596103,0.669380220722005
TARGET.20.PAWYNR.09A,0.0,0.683202990587022,0.86124104395554
TARGET.20.PAWAFE.09A,0.01,0.502716077236753,0.899628996017438
TARGET.20.PASNAL.09A,0.0,0.985153730698861,0.515240398408969
TARGET.20.PASZZJ.09A,0.0,0.978741908930949,0.339182294910062
TARGET.20.PAEPTD.09A,0.0,0.65154799688913,0.846779928919939
TARGET.20.PAPZFV.09A,0.0,0.806994293176205,0.778489602085751
TARGET.20.PAVCCG.09A,0.0,0.844948000191357,0.824605428721796
TARGET.20.PAVVCS.09A,0.0,0.939172582444293,0.574927542067306
TARGET.20.PAXIPM.09A,0.0,0.744831376809088,0.830248314367744
TARGET.20.PAMXZY.09A,0.0,0.708905865600353,0.842521635366202
TARGET.20.PAXLJV.09A,0.0,0.947297636746398,0.582323781485137
TARGET.20.PARNJC.09A,0.0,0.985353286110597,0.402775869802821
TARGET.20.PAUYAE.09A,0.0,0.798849542356071,0.776894826231716
TARGET.20.PASXNT.09A,0.0,0.948896768154779,0.660344814216287
TARGET.20.PAKWCU.09A,0.0,0.95964345866078,0.621307229740234
TARGET.20.PAWBDK.09A,0.0,0.875462640468543,0.759884623631231
TARGET.20.PASRLS.09A,0.0,0.803288203348759,0.831046189845118
TARGET.20.PASGZK.09A,0.0,0.905251738535939,0.709645223740087
TARGET.20.PATFGK.09A,0.0,0.676035332530743,0.891278177780486
TARGET.20.PAYJAX.Sorted.non.leukemic.09A,0.0,0.571638125186067,0.868874394326499
TARGET.20.PAWUUY.09A,0.0,0.959589951205446,0.548230810210527
TARGET.20.PAWZAX.09A,0.0,0.68014669851756,0.877176469188819
TARGET.20.PASTTW.09A,0.05,0.224102017012579,0.977363229097221
TARGET.20.PAUYKH.09A,0.01,0.508125985729786,0.897483552469138
TARGET.20.PAXZLP.09A,0.0,0.872231140204613,0.711394608454958
TARGET.21.PASLZE.09A,0.0,0.649962796933721,0.855009221589441
TARGET.20.PALHWN.09A,0.0,0.601406377257064,0.860613256466193
TARGET.20.PAVZTJ.09A,0.0,0.565948086994875,0.876457309625632
TARGET.20.PAWGSX.09A,0.0,0.970930319791548,0.528035475500231
TARGET.20.PARXVI.09A,0.0,0.803890294941802,0.747801680854689
TARGET.20.PAWKYG.09A,0.0,0.650618205359813,0.869022760181786
TARGET.20.PASVTP.09A,0.0,0.688747545404437,0.82318667407914
TARGET.20.PAUVIB.09A,0.0,0.820128068166245,0.800400781485544
TARGET.20.PASURR.09A,0.0,0.627445611891787,0.840617899100018
TARGET.20.PAVPLM.09A,0.0,0.780271731426965,0.787557138167859
TARGET.20.PAWMFH.09A,0.0,0.945406386667155,0.684576739755202
TARGET.20.PAVMNA.09A,0.0,0.860815189406578,0.817149882775493
TARGET.20.PANXWX.09A,0.0,0.649063651656981,0.81472354300839
TARGET.20.PAUNBR.09A,0.0,0.791334626885062,0.766004620749848
TARGET.20.PAVERG.09A,0.0,0.755084934437124,0.841679336936256
TARGET.20.PANLRE.09A,0.0,0.974709481343209,0.575324752206281
TARGET.21.PATKKJ.09A,0.0,0.823320761259346,0.750359865579186
TARGET.20.PAUZVW.09A,0.0,0.855321673500386,0.748045460497673
TARGET.20.PASKFN.09A,0.0,0.98941301115883,0.230829860311398
TARGET.20.PATVPI.09A,0.0,0.682599800776655,0.790287162981404
TARGET.20.PASVPC.09A,0.0,0.782290714834491,0.83352800566349
TARGET.20.PARPDS.09A,0.01,0.437126931152125,0.930628930475551
TARGET.20.PARCZL.09A,0.0,0.602343716723901,0.89272391725385
TARGET.20.PAVANE.09A,0.0,0.743460626590674,0.849290381546733
TARGET.20.PARKCX.09A,0.0,0.586995815517433,0.856395900325297
TARGET.20.PARJWH.09A,0.01,0.545081420706008,0.849142423889711
TARGET.20.PAWAWL.09A,0.0,0.723408762903348,0.822203014625412
TARGET.20.PAWIEJ.09A,0.0,0.849385785678717,0.707352234623319
TARGET.20.PARCIN.09A,0.0,0.956210000258552,0.678756057619107
TARGET.20.PANBWF.09A,0.0,0.805421866786814,0.789360720869714
TARGET.20.PAWTJU.09A,0.0,0.943656543625744,0.659357484924877
TARGET.20.PAYGWX.Unsorted.09A,0.0,0.621838881750607,0.861411121237903
TARGET.20.PATSSY.09A,0.0,0.95604737401839,0.466912788402651
TARGET.20.PATIAK.09A,0.0,0.936826758696023,0.710151415984104
TARGET.20.PASZJR.09A,0.0,0.909348004211117,0.698704828036883
TARGET.20.PASDIR.09A,0.0,0.667271651084615,0.836372799947082
TARGET.20.PAWMII.09A,0.0,0.73414332864292,0.859718121367296
TARGET.20.PAVDBT.09A,0.0,0.835658411768051,0.791238136818617
TARGET.20.PAEFHC.09A,0.01,0.514312224435691,0.878163441297461
TARGET.20.PATLMH.09A,0.01,0.468152157295839,0.916235819866101
TARGET.20.PASVVM.09A,0.01,0.542747817263573,0.883350526107847
TARGET.20.PAXGSJ.09A,0.0,0.667165126641126,0.810415843797099
TARGET.20.PAVAFJ.09A,0.0,0.647568960170683,0.826623388299426
TARGET.20.PANBYS.09A,0.0,0.814820961987138,0.81818048732371
TARGET.20.PARDYW.09A,0.01,0.482360823573294,0.904408969853189
TARGET.20.PAVNAZ.09A,0.0,0.685264116613421,0.851085295068556
TARGET.20.PAUHGM.09A,0.0,0.754370214805785,0.699225358799052
TARGET.20.PAUJBK.09A,0.0,0.951373818919482,0.387497899593611
TARGET.20.PATKKI.09A,0.0,0.914505937815078,0.67642032847961
TARGET.20.PAWNHH.09A,0.0,0.78026992233152,0.833859126471439
TARGET.20.PAXIYA.09A,0.0,0.856128447472793,0.817348190156745
TARGET.20.PAYIPA.Sorted.non.leukemic.09A,0.0,0.677442811570465,0.852506530974548
TARGET.20.PAWEKL.09A,0.0,0.979401369915386,0.509317527995692
TARGET.20.PAWHSM.09A,0.0,0.837335503424132,0.735011192789067
TARGET.20.PAXETX.09A,0.0,0.802997167155704,0.794671731039129
TARGET.20.PALBYP.09A,0.0,0.895821505242497,0.761747997853929
TARGET.20.PAXJGA.09A,0.0,0.732187363481094,0.817727661043791
TARGET.20.PASLEH.09A,0.0,0.763768061791397,0.835820129063762
TARGET.20.PAWCXR.09A,0.0,0.577454166188072,0.880192734420843
TARGET.20.PAUYUH.09A,0.0,0.622887316793563,0.867356501357945
TARGET.20.PAUNSV.09A,0.0,0.956823903068074,0.571218005771259
TARGET.20.PAVBYN.09A,0.0,0.881270605812371,0.735247647386015
TARGET.20.PAXFAG.09A,0.0,0.741305681309297,0.851290030937011
TARGET.20.PANJFJ.09A,0.01,0.549800564137186,0.912673862258406
TARGET.20.PAXLMN.09A,0.0,0.888554957389072,0.781439095990574
TARGET.20.PAPXWI.09A,0.0,0.936067913772388,0.712671661321021
TARGET.20.PASWNZ.09A,0.0,0.736321169560862,0.805380067492388
TARGET.20.PAWUNI.09A,0.0,0.625776081432633,0.833795096340639
TARGET.20.PASTXM.09A,0.0,0.751002060100148,0.806818388357472
TARGET.20.PAXGVS.09A,0.0,0.769030632267197,0.795419272273264
TARGET.20.PAXIJB.09A,0.0,0.858598788849832,0.747812883353974
TARGET.20.PAVDXS.09A,0.0,0.603765682039572,0.87852879331878
TARGET.20.PATCBV.09A,0.0,0.923532403864464,0.761133205061401
TARGET.20.PAUYHB.09A,0.0,0.882144886972537,0.677548444269652
TARGET.20.PAVRHS.09A,0.0,0.989111374918113,0.431639539314714
TARGET.20.PASPGA.09A,0.0,0.794275035216666,0.835490920012855
TARGET.20.PAVINA.09A,0.0,0.945479682210535,0.613544929360806
TARGET.20.PAURII.09A,0.0,0.770761067072318,0.742767414079584
TARGET.20.PAUSLS.09A,0.0,0.768424118496629,0.835850848462311
TARGET.20.PARNPC.09A,0.0,0.948754251271997,0.705139988405328
TARGET.20.PAXGKH.09A,0.0,0.675181723080393,0.837286707368848
TARGET.20.PAXISI.09A,0.0,0.972288120983964,0.536012918678349
TARGET.20.PAKLPD.09A,0.0,0.859244813946939,0.723482510395707
TARGET.20.PAMYAS.09A,0.0,0.974090564077005,0.485485178516118
TARGET.20.PAXXBC.09A,0.0,0.779273895109521,0.784965458127151
TARGET.20.PASYRR.09A,0.01,0.525643236976507,0.872862154138354
TARGET.20.PAVKJD.09A,0.0,0.872707331884359,0.627846950713444
TARGET.20.PAWSBW.09A,0.0,0.916070157759824,0.654364144515423
TARGET.20.PAKVYM.09A,0.0,0.729338843893474,0.805368136267006
TARGET.20.PAWXWC.09A,0.0,0.852458567846876,0.736521897196318
TARGET.20.PAWGRP.09A,0.0,0.813745026802428,0.800493519231721
TARGET.20.PAWNIX.09A,0.0,0.910910254676966,0.729841286167232
TARGET.20.PASJTM.09A,0.0,0.562390241841857,0.859600684724541
TARGET.20.PAYGWX.Sorted.non.leukemic.09A,0.01,0.444297185407518,0.91807686462123
TARGET.20.PAXHYG.09A,0.01,0.536125737879496,0.88231805631131
TARGET.20.PAUPIY.09A,0.0,0.735884285405917,0.798644289608917
TARGET.20.PAXGGF.09A,0.01,0.469178069046969,0.917236287340656
TARGET.20.PAWCLC.09A,0.0,0.982303620849999,0.491173588935556
TARGET.20.PASLPU.09A,0.0,0.791919372994804,0.829483174624466
TARGET.20.PASAXB.09A,0.0,0.991988086406547,0.478380516385855
TARGET.20.PAWCII.09A,0.0,0.830117510294509,0.811891976815819
TARGET.20.PAUUYP.09A,0.0,0.974832546760714,0.413269884093136
TARGET.20.PARDMG.09A,0.0,0.968385144916567,0.661707725688316
TARGET.20.PASGMZ.09A,0.0,0.879312803074762,0.655372596272348
TARGET.20.PASMGW.09A,0.0,0.766775638637058,0.786906590780291
TARGET.20.PAXEWD.09A,0.0,0.967176647966853,0.430903521593457
TARGET.20.PAYJAX.Sorted.leukemic.09A,0.01,0.491287639106155,0.89560309365866
TARGET.20.PASCZU.09A,0.0,0.63708766191636,0.864663028217256
TARGET.20.PAWNIK.09A,0.0,0.851751779146054,0.763863505802824
TARGET.20.PAXIPJ.09A,0.0,0.967696316881801,0.606567929032699
TARGET.20.PATGBX.09A,0.0,0.852418197993962,0.750504386892288
TARGET.20.PAPWIU.09A,0.0,0.949766111962995,0.641821393054859
TARGET.20.PAWREX.09A,0.0,0.794231415710826,0.804874492882563
TARGET.20.PAVTKK.09A,0.0,0.759881477887722,0.80296332023179
TARGET.20.PANTWV.09A,0.0,0.80554814795151,0.846396374529402
TARGET.20.PAVLJH.09A,0.0,0.97960554016292,0.566059851158756
TARGET.20.PAPXAZ.09A,0.0,0.664985323998898,0.865482815275246
TARGET.20.PARBRA.09A,0.0,0.91900907335136,0.730361807180746
TARGET.20.PARZWH.09A,0.0,0.93515118852522,0.585099401204314
TARGET.20.PAWRSI.09A,0.0,0.781739283678211,0.703889382423451
TARGET.20.PAWKLB.09A,0.0,0.684860357763935,0.850557618065066
TARGET.20.PAWLTL.09A,0.0,0.60487436739366,0.866314862254702
TARGET.20.PATZIS.09A,0.0,0.97928079707223,0.286817221198214
TARGET.20.PANBZH.09A,0.0,0.941516231205854,0.72852607781758
TARGET.20.PAVNAN.09A,0.0,0.816199841648364,0.802710697834197
TARGET.20.PAVKNA.09A,0.0,0.779444041619861,0.749568923932666
TARGET.20.PAXGDG.09A,0.0,0.952454782786999,0.626437503031208
TARGET.20.PAXEWS.09A,0.0,0.754667903378619,0.861060315288883
TARGET.20.PAXBAP.09A,0.0,0.713202725316166,0.819157450089361
TARGET.20.PAYIRH.Sorted.leukemic.09A,0.0,0.57699766639193,0.912287384661751
TARGET.20.PATJHJ.09A,0.0,0.640821818018342,0.881102715919671
TARGET.20.PAXGNZ.09A,0.0,0.560412916676313,0.863723793766262
TARGET.20.PAVGYA.09A,0.0,0.625185273153922,0.889539631093808
TARGET.20.PARUBT.09A,0.0,0.765130701256673,0.801227517420606
TARGET.20.PAXTMN.09A,0.0,0.676316894174008,0.79552593295845
TARGET.20.PATGDZ.09A,0.0,0.82466814041058,0.854351045022028
TARGET.20.PAWXCK.09A,0.0,0.636828751388256,0.879333079591861
TARGET.20.PAYKYZ.Unsorted.09A,0.0,0.856950072120978,0.836193298185809
TARGET.20.PAWSRG.09A,0.0,0.906928625629323,0.690059013728526
TARGET.20.PATEYS.09A,0.01,0.362908456477587,0.953220925800312
TARGET.20.PAVGUM.09A,0.0,0.797569249569228,0.781959753075421
TARGET.20.PARLSW.09A,0.0,0.918088945824699,0.733525497924135
TARGET.20.PASARK.09A,0.0,0.749219512002243,0.854729078229186
TARGET.20.PAVUAD.09A,0.0,0.864394777270282,0.727581590979094
TARGET.20.PAWHJP.09A,0.0,0.969634369450504,0.529887847285041
TARGET.20.PAVWJV.09A,0.0,0.654170448930622,0.865507295378374
TARGET.20.PAUZRX.09A,0.0,0.976462474708361,0.530615394158582
TARGET.20.PAUXNM.09A,0.0,0.899401355992503,0.685198658143375
TARGET.20.PAWYZR.09A,0.01,0.526831761616342,0.906576656437752
TARGET.20.PASXIS.09A,0.0,0.67731538081782,0.875422656415278
TARGET.20.PAXYSF.09A,0.0,0.755236515712933,0.872720162725464
TARGET.20.PANKKE.09A,0.0,0.961202164552989,0.759910734615076
TARGET.20.PADYTY.09A,0.0,0.882180378198359,0.817054522234546
TARGET.20.PAWWPA.09A,0.0,0.882423006382757,0.782063827898151
TARGET.20.PAWFEM.09A,0.0,0.583967763283218,0.858813366339765
TARGET.20.PAENIK.09A,0.0,0.837316500253067,0.785075850933526
TARGET.20.PAUYXM.09A,0.01,0.321558400831058,0.956231953493188
TARGET.20.PASUAF.09A,0.0,0.92395057404324,0.666077959155488
TARGET.20.PASEFD.09A,0.0,0.798645421974659,0.782333793547177
TARGET.20.PASPLH.09A,0.0,0.590624627698836,0.850448876405855
TARGET.20.PAWTSM.09A,0.01,0.544212023959811,0.892753663245295
TARGET.20.PAVCMR.09A,0.0,0.689199873232312,0.811160807562027
TARGET.20.PAWIEM.09A,0.0,0.630691674752139,0.874851174239997
TARGET.20.PAUVBS.09A,0.0,0.554429321345156,0.897759034473941
TARGET.20.PATLDZ.09A,0.0,0.924607313848558,0.687045512228657
TARGET.20.PAKTCX.09A,0.0,0.842463558908853,0.7460169765533
TARGET.20.PAXMLI.09A,0.0,0.803328906644383,0.790509076892791
TARGET.20.PAVELC.09A,0.0,0.690608865006361,0.8335729887229
TARGET.20.PANXVZ.09A,0.0,0.570856272679546,0.880143013020238
TARGET.20.PARYHR.09A,0.0,0.89858595264842,0.795321032026248
TARGET.20.PAPZLT.09A,0.0,0.770908445972599,0.768995817089035
TARGET.20.PAYCIT.09A,0.0,0.748497145862396,0.794512948531368
TARGET.20.PAXKRR.09A,0.0,0.858355836434679,0.642919270290999
TARGET.20.PAWMJY.09A,0.01,0.507024583571234,0.876126695050315
TARGET.21.PARNAW.09A,0.0,0.5634751040882,0.88290058928019
TARGET.20.PAVFHT.09A,0.0,0.575809166846724,0.877432534542628
TARGET.20.PAYAFC.09A,0.0,0.650530179658008,0.868152311654545
TARGET.20.PAYGYM.Sorted.leukemic.09A,0.0,0.782457099509363,0.824415435956949
TARGET.20.PAEMCF.09A,0.0,0.602003408692552,0.90332419751248
TARGET.20.PAWMGH.09A,0.0,0.767622580432888,0.784243818270654
TARGET.20.PARPZP.09A,0.0,0.90372144748577,0.768247765239964
TARGET.20.PATKYT.09A,0.0,0.681020776390368,0.872567275039768
TARGET.20.PAURJZ.09A,0.0,0.786955229638846,0.78862515667897
TARGET.20.PAXFDN.09A,0.0,0.674571681859911,0.887168740615598
TARGET.20.PAVWBW.09A,0.0,0.625960647653842,0.845510117396362
TARGET.20.PAWJKD.09A,0.0,0.556110631721045,0.880508724521197
TARGET.20.PARILH.09A,0.0,0.971976377882686,0.403401372829921
TARGET.20.PAWERN.09A,0.0,0.932264100773428,0.685328001949321
TARGET.20.PARRAD.09A,0.0,0.979002187136232,0.481292417655952
TARGET.20.PAWTHU.09A,0.0,0.893098588905288,0.638363332965211
TARGET.20.PAVSIX.09A,0.01,0.485458710447462,0.891134000058887
TARGET.21.PATKWH.09A,0.01,0.529230125744136,0.87630703380928
TARGET.20.PAWUCG.09A,0.0,0.630090446863467,0.865215293235665
TARGET.20.PATLJF.09A,0.0,0.821285913578723,0.788875513917697
TARGET.20.PAWWMJ.09A,0.0,0.852185940568438,0.802756489276708
TARGET.20.PAXLVV.09A,0.0,0.798239079275292,0.791596593181299
TARGET.20.PAYFID.09A,0.01,0.502571853554174,0.909171518966628
TARGET.20.PAURMH.09A,0.0,0.977104642518775,0.215729788523868
TARGET.20.PASCAF.09A,0.0,0.853203234269113,0.776507871196864
TARGET.20.PANPTM.09A,0.0,0.922088925497459,0.716682030148246
TARGET.20.PAXBAZ.09A,0.01,0.53176201313753,0.895286949494693
TARGET.20.PAWCKI.09A,0.0,0.961270543966084,0.529608216442042
TARGET.20.PAKIYW.09A,0.0,0.80083156546619,0.774321406116051
TARGET.20.PANVMR.09A,0.0,0.553442803681728,0.91141332853825
TARGET.20.PAWSJC.09A,0.0,0.928908550476326,0.670743477452656
TARGET.20.PANTPW.09A,0.0,0.958071255542218,0.639147915324814
TARGET.20.PAVDCL.09A,0.0,0.884081504316991,0.639883893143591
TARGET.20.PATMNY.09A,0.03,0.273873289619519,0.96094142051297
TARGET.20.PAWNFJ.09A,0.0,0.620870401005641,0.863319218744828
TARGET.20.PAUNBY.09A,0.0,0.951896859472999,0.63678862104844
TARGET.20.PASLTF.09A,0.0,0.980826836854658,0.532891605168386
TARGET.20.PASHWN.09A,0.0,0.888253026910184,0.733150611856319
TARGET.20.PAPZXN.09A,0.0,0.978462774813106,0.484225837277978
TARGET.20.PASLYX.09A,0.0,0.887028245630934,0.764188081222749
TARGET.20.PAWVVJ.09A,0.0,0.717896423902065,0.872308164642128
TARGET.20.PAVAYH.09A,0.0,0.651686485553775,0.850454164680405
TARGET.20.PASSHZ.09A,0.0,0.965623270718581,0.578154842857344
TARGET.20.PAWDBB.09A,0.0,0.936571635200786,0.672797308103894
TARGET.20.PAVDRG.09A,0.01,0.537908340969718,0.871829637776249
